# Directed graph: reachability.txt
# Transportation reachability of cities in the United States and Canada
# (edge from i to j if the estimated travel time from i to j is less than a threshold)
# Edges are weighted by similarity (more negative --> more dissimilar)
# Nodes: 456 Edges: 27677
# FromNodeId ToNodeId Weight
356 10 -200
360 10 -245
364 10 -165
367 10 -230
368 10 -235
369 10 -240
373 10 -214
396 10 -209
409 10 -159
424 10 -230
3 11 -191
19 11 -250
27 11 -227
43 11 -213
63 11 -228
65 11 -205
74 11 -193
76 11 -217
78 11 -183
86 11 -183
95 11 -186
101 11 -223
102 11 -77
117 11 -202
119 11 -212
123 11 -228
129 11 -183
143 11 -207
180 11 -228
184 11 -197
201 11 -177
217 11 -213
227 11 -171
237 11 -212
242 11 -222
247 11 -197
251 11 -193
264 11 -248
268 11 -199
269 11 -222
274 11 -224
290 11 -211
305 11 -232
326 11 -212
354 11 -232
379 11 -43
393 11 -195
402 11 -237
415 11 -237
434 11 -232
6 12 -193
19 12 -245
34 12 -140
44 12 -175
46 12 -211
52 12 -215
55 12 -245
66 12 -227
67 12 -198
68 12 -150
69 12 -180
74 12 -240
77 12 -220
84 12 -200
86 12 -220
95 12 -245
119 12 -215
131 12 -210
159 12 -188
162 12 -205
170 12 -205
184 12 -195
193 12 -230
197 12 -20
217 12 -245
252 12 -243
280 12 -245
282 12 -190
286 12 -191
290 12 -240
294 12 -185
298 12 -205
308 12 -245
309 12 -190
323 12 -169
326 12 -80
330 12 -245
336 12 -217
342 12 -194
350 12 -180
352 12 -203
355 12 -200
381 12 -235
385 12 -205
402 12 -235
416 12 -200
434 12 -45
441 12 -215
7 13 -55
8 13 -203
10 13 -216
17 13 -192
23 13 -140
32 13 -203
33 13 -185
38 13 -225
40 13 -243
47 13 -229
50 13 -221
60 13 -229
63 13 -239
72 13 -190
79 13 -35
81 13 -186
82 13 -185
90 13 -210
91 13 -205
94 13 -65
100 13 -92
101 13 -240
111 13 -222
126 13 -223
127 13 -179
140 13 -212
142 13 -236
152 13 -201
163 13 -213
164 13 -244
168 13 -235
178 13 -98
180 13 -232
190 13 -196
204 13 -195
211 13 -180
222 13 -194
223 13 -198
229 13 -205
230 13 -115
241 13 -165
245 13 -244
246 13 -185
247 13 -238
259 13 -204
264 13 -209
269 13 -250
272 13 -219
276 13 -219
281 13 -223
293 13 -195
306 13 -250
319 13 -228
324 13 -150
344 13 -243
348 13 -245
356 13 -230
364 13 -220
366 13 -150
382 13 -240
388 13 -163
396 13 -189
402 13 -190
404 13 -208
409 13 -239
411 13 -201
419 13 -245
423 13 -164
432 13 -169
30 14 -162
37 14 -65
89 14 -46
105 14 -59
124 14 -50
199 14 -100
208 14 -25
218 14 -50
220 14 -83
297 14 -83
322 14 -184
331 14 -229
383 14 -201
391 14 -181
426 14 -40
1 15 -187
3 15 -197
5 15 -242
19 15 -128
21 15 -245
27 15 -193
36 15 -205
40 15 -210
41 15 -207
43 15 -164
46 15 -222
49 15 -190
52 15 -191
63 15 -148
65 15 -161
66 15 -250
67 15 -194
68 15 -224
71 15 -227
74 15 -49
76 15 -85
78 15 -147
82 15 -225
84 15 -241
86 15 -137
87 15 -248
94 15 -202
95 15 -163
96 15 -245
100 15 -192
101 15 -172
102 15 -79
110 15 -179
117 15 -195
119 15 -197
123 15 -230
125 15 -197
127 15 -189
129 15 -137
134 15 -195
143 15 -178
150 15 -200
153 15 -112
159 15 -239
169 15 -217
170 15 -222
179 15 -242
180 15 -225
184 15 -158
185 15 -200
190 15 -235
193 15 -247
201 15 -179
204 15 -153
215 15 -235
217 15 -199
221 15 -200
227 15 -147
231 15 -230
237 15 -177
240 15 -190
241 15 -210
242 15 -225
247 15 -158
257 15 -145
264 15 -210
268 15 -37
269 15 -70
270 15 -222
274 15 -163
285 15 -128
286 15 -242
290 15 -168
293 15 -245
294 15 -212
295 15 -248
298 15 -229
304 15 -245
305 15 -162
309 15 -229
321 15 -157
323 15 -197
326 15 -163
342 15 -229
344 15 -236
350 15 -224
354 15 -147
355 15 -203
361 15 -174
381 15 -236
389 15 -195
390 15 -166
393 15 -146
395 15 -136
396 15 -169
398 15 -135
402 15 -158
406 15 -226
407 15 -245
415 15 -202
416 15 -148
418 15 -192
420 15 -195
434 15 -187
437 15 -206
441 15 -240
444 15 -205
451 15 -246
3 16 -179
5 16 -149
6 16 -224
9 16 -189
15 16 -240
19 16 -54
21 16 -154
27 16 -182
32 16 -225
39 16 -200
40 16 -156
46 16 -227
49 16 -223
51 16 -225
52 16 -214
65 16 -180
66 16 -147
67 16 -139
68 16 -39
69 16 -159
74 16 -192
76 16 -60
78 16 -182
84 16 -128
85 16 -155
86 16 -139
87 16 -195
94 16 -225
95 16 -162
96 16 -195
101 16 -240
102 16 -100
107 16 -153
110 16 -248
117 16 -240
119 16 -190
123 16 -148
127 16 -207
128 16 -128
129 16 -221
130 16 -125
136 16 -225
139 16 -220
142 16 -195
143 16 -175
144 16 -179
153 16 -180
157 16 -185
158 16 -179
159 16 -137
161 16 -189
163 16 -177
169 16 -185
170 16 -202
175 16 -157
178 16 -145
179 16 -156
180 16 -172
184 16 -197
190 16 -187
193 16 -162
194 16 -142
201 16 -212
204 16 -215
210 16 -210
222 16 -210
227 16 -180
237 16 -170
241 16 -225
247 16 -165
249 16 -152
250 16 -170
251 16 -175
252 16 -245
257 16 -224
263 16 -245
264 16 -162
265 16 -195
266 16 -229
268 16 -175
269 16 -137
272 16 -205
274 16 -230
276 16 -195
279 16 -185
286 16 -132
289 16 -220
290 16 -157
291 16 -175
293 16 -182
294 16 -114
296 16 -162
298 16 -164
304 16 -250
308 16 -100
314 16 -192
319 16 -195
321 16 -202
323 16 -189
326 16 -189
330 16 -249
342 16 -159
350 16 -161
352 16 -166
355 16 -212
361 16 -239
363 16 -238
376 16 -210
381 16 -159
388 16 -205
390 16 -229
393 16 -207
402 16 -174
403 16 -207
406 16 -215
407 16 -182
408 16 -204
415 16 -188
416 16 -224
417 16 -245
420 16 -250
421 16 -215
427 16 -217
434 16 -149
440 16 -210
441 16 -232
444 16 -240
445 16 -199
449 16 -147
7 17 -173
10 17 -144
13 17 -228
23 17 -242
38 17 -178
41 17 -197
45 17 -207
47 17 -213
57 17 -245
60 17 -181
63 17 -216
64 17 -179
72 17 -123
82 17 -134
94 17 -212
100 17 -47
101 17 -222
104 17 -220
106 17 -207
113 17 -246
115 17 -207
121 17 -239
125 17 -226
127 17 -196
133 17 -247
145 17 -182
147 17 -202
151 17 -192
156 17 -243
171 17 -202
204 17 -221
206 17 -199
228 17 -147
230 17 -197
238 17 -202
240 17 -201
246 17 -220
260 17 -156
269 17 -232
271 17 -206
274 17 -237
301 17 -174
302 17 -244
304 17 -195
305 17 -190
306 17 -226
307 17 -224
313 17 -201
316 17 -225
324 17 -133
325 17 -216
331 17 -244
337 17 -143
344 17 -184
351 17 -184
360 17 -243
366 17 -233
367 17 -222
368 17 -236
373 17 -190
382 17 -163
390 17 -191
394 17 -246
396 17 -240
402 17 -246
419 17 -198
420 17 -200
444 17 -181
452 17 -221
3 18 -230
9 18 -220
27 18 -235
66 18 -180
67 18 -210
68 18 -60
69 18 -197
74 18 -215
76 18 -180
78 18 -250
86 18 -170
94 18 -250
95 18 -220
102 18 -205
128 18 -230
130 18 -218
139 18 -235
158 18 -150
159 18 -140
161 18 -200
169 18 -250
170 18 -235
184 18 -225
194 18 -200
247 18 -245
249 18 -205
286 18 -185
291 18 -210
294 18 -220
298 18 -205
308 18 -220
326 18 -205
336 18 -250
342 18 -190
350 18 -200
352 18 -205
363 18 -250
376 18 -250
402 18 -205
408 18 -230
418 18 -195
434 18 -180
440 18 -245
449 18 -220
2 19 -219
3 19 -95
5 19 -48
6 19 -157
7 19 -178
8 19 -98
9 19 -125
11 19 -222
12 19 -227
13 19 -234
15 19 -130
16 19 -61
21 19 -60
23 19 -127
27 19 -109
32 19 -84
33 19 -214
39 19 -224
40 19 -51
43 19 -97
45 19 -248
46 19 -165
49 19 -240
50 19 -241
51 19 -57
52 19 -120
54 19 -233
55 19 -178
59 19 -210
63 19 -204
65 19 -203
66 19 -67
67 19 -79
68 19 -69
69 19 -92
71 19 -50
74 19 -105
76 19 -82
78 19 -106
81 19 -227
82 19 -168
83 19 -182
84 19 -56
85 19 -46
86 19 -92
87 19 -63
90 19 -138
94 19 -118
95 19 -90
96 19 -80
97 19 -181
100 19 -165
101 19 -124
102 19 -111
107 19 -54
109 19 -249
110 19 -238
112 19 -238
115 19 -181
117 19 -228
119 19 -183
120 19 -213
123 19 -77
127 19 -104
128 19 -79
129 19 -116
130 19 -67
136 19 -108
137 19 -215
139 19 -101
140 19 -209
142 19 -62
143 19 -103
144 19 -70
153 19 -118
157 19 -147
158 19 -83
159 19 -72
160 19 -194
161 19 -203
162 19 -59
163 19 -74
169 19 -116
170 19 -147
178 19 -114
179 19 -192
180 19 -52
184 19 -90
189 19 -239
190 19 -72
193 19 -66
194 19 -152
201 19 -128
204 19 -114
210 19 -119
211 19 -230
213 19 -90
214 19 -232
217 19 -50
221 19 -246
222 19 -99
223 19 -211
227 19 -128
230 19 -215
231 19 -238
233 19 -230
237 19 -74
241 19 -85
242 19 -250
244 19 -151
245 19 -221
246 19 -240
247 19 -78
248 19 -220
249 19 -76
250 19 -43
251 19 -128
252 19 -171
254 19 -243
255 19 -225
256 19 -248
257 19 -236
259 19 -145
263 19 -89
264 19 -71
265 19 -67
266 19 -110
268 19 -116
269 19 -145
272 19 -64
274 19 -109
276 19 -88
279 19 -51
280 19 -169
285 19 -193
286 19 -72
289 19 -108
290 19 -60
291 19 -159
293 19 -83
294 19 -133
296 19 -90
298 19 -106
304 19 -125
305 19 -127
307 19 -249
308 19 -80
309 19 -160
312 19 -198
314 19 -63
319 19 -65
321 19 -105
323 19 -128
324 19 -210
326 19 -102
330 19 -169
336 19 -156
341 19 -210
342 19 -78
350 19 -95
352 19 -81
354 19 -240
355 19 -130
361 19 -205
363 19 -237
364 19 -208
365 19 -232
366 19 -135
367 19 -239
376 19 -92
381 19 -59
385 19 -232
388 19 -100
390 19 -247
393 19 -113
395 19 -185
396 19 -105
398 19 -235
402 19 -87
403 19 -209
406 19 -141
407 19 -61
408 19 -87
411 19 -244
415 19 -103
416 19 -135
417 19 -222
418 19 -60
419 19 -212
420 19 -116
421 19 -65
423 19 -225
427 19 -60
430 19 -249
432 19 -213
434 19 -103
438 19 -213
440 19 -103
441 19 -135
443 19 -211
444 19 -121
445 19 -132
447 19 -226
449 19 -81
15 20 -245
40 20 -245
65 20 -230
71 20 -205
74 20 -210
76 20 -100
86 20 -200
95 20 -190
127 20 -250
136 20 -150
139 20 -150
153 20 -210
184 20 -195
217 20 -220
237 20 -200
241 20 -245
247 20 -200
264 20 -245
268 20 -211
269 20 -246
286 20 -80
290 20 -215
308 20 -130
393 20 -215
402 20 -215
408 20 -140
415 20 -215
418 20 -200
3 21 -169
5 21 -152
6 21 -240
8 21 -242
9 21 -226
16 21 -152
19 21 -52
23 21 -223
27 21 -192
32 21 -196
40 21 -158
43 21 -247
52 21 -207
67 21 -164
68 21 -59
69 21 -168
71 21 -166
74 21 -217
76 21 -169
78 21 -179
85 21 -156
86 21 -199
87 21 -158
94 21 -237
95 21 -169
102 21 -210
107 21 -154
123 21 -208
127 21 -206
128 21 -143
129 21 -226
130 21 -169
136 21 -213
139 21 -215
142 21 -208
143 21 -223
153 21 -218
158 21 -207
159 21 -154
161 21 -170
163 21 -178
169 21 -197
170 21 -222
178 21 -218
179 21 -168
180 21 -166
184 21 -202
190 21 -196
194 21 -154
204 21 -237
210 21 -227
217 21 -151
222 21 -188
237 21 -162
241 21 -196
247 21 -208
249 21 -154
251 21 -236
263 21 -188
264 21 -201
265 21 -168
266 21 -222
268 21 -247
272 21 -163
276 21 -206
279 21 -166
286 21 -154
290 21 -166
291 21 -177
293 21 -217
294 21 -211
296 21 -191
298 21 -191
304 21 -227
308 21 -206
314 21 -206
319 21 -192
321 21 -248
323 21 -206
326 21 -198
330 21 -242
336 21 -247
342 21 -165
350 21 -157
352 21 -166
355 21 -247
376 21 -215
388 21 -242
396 21 -221
402 21 -206
406 21 -237
407 21 -167
408 21 -226
415 21 -223
418 21 -165
420 21 -248
421 21 -236
434 21 -172
440 21 -206
441 21 -249
444 21 -248
445 21 -192
449 21 -157
6 22 -234
46 22 -55
52 22 -250
78 22 -215
169 22 -225
184 22 -250
244 22 -140
294 22 -160
323 22 -160
326 22 -220
342 22 -248
350 22 -250
355 22 -174
357 22 -20
359 22 -164
406 22 -210
416 22 -210
434 22 -185
441 22 -160
7 23 -140
8 23 -173
10 23 -211
13 23 -130
16 23 -243
17 23 -239
19 23 -138
21 23 -247
27 23 -210
32 23 -166
33 23 -143
40 23 -216
50 23 -176
53 23 -235
63 23 -224
64 23 -246
65 23 -225
72 23 -216
74 23 -155
76 23 -160
78 23 -185
82 23 -197
84 23 -250
86 23 -240
94 23 -45
95 23 -235
100 23 -118
101 23 -224
102 23 -209
110 23 -248
111 23 -239
115 23 -85
123 23 -240
127 23 -170
137 23 -247
140 23 -158
142 23 -202
143 23 -246
152 23 -225
160 23 -243
162 23 -240
163 23 -176
168 23 -60
178 23 -45
180 23 -202
184 23 -233
190 23 -176
193 23 -234
204 23 -175
217 23 -235
222 23 -153
223 23 -143
230 23 -155
232 23 -250
233 23 -150
237 23 -229
241 23 -140
245 23 -170
246 23 -170
247 23 -240
248 23 -65
255 23 -250
259 23 -166
264 23 -108
267 23 -55
268 23 -244
269 23 -160
272 23 -181
276 23 -181
279 23 -208
284 23 -210
290 23 -130
293 23 -150
294 23 -242
304 23 -120
307 23 -250
308 23 -170
312 23 -210
314 23 -242
324 23 -130
337 23 -240
341 23 -235
342 23 -190
364 23 -160
367 23 -160
368 23 -215
369 23 -197
388 23 -153
390 23 -249
395 23 -233
396 23 -190
402 23 -125
407 23 -245
408 23 -160
409 23 -234
411 23 -194
419 23 -226
420 23 -160
421 23 -205
423 23 -150
434 23 -198
443 23 -154
444 23 -176
280 24 -70
294 24 -245
309 24 -170
416 24 -170
425 24 -250
434 24 -247
277 25 -20
280 25 -98
309 25 -208
339 25 -60
7 26 -217
45 26 -245
47 26 -244
82 26 -227
100 26 -219
111 26 -232
114 26 -143
115 26 -220
121 26 -204
122 26 -225
126 26 -212
152 26 -232
178 26 -228
182 26 -245
192 26 -235
230 26 -80
246 26 -45
306 26 -108
307 26 -150
313 26 -140
316 26 -236
324 26 -87
328 26 -240
331 26 -234
345 26 -213
346 26 -238
348 26 -193
360 26 -193
364 26 -114
367 26 -137
368 26 -72
383 26 -240
399 26 -204
419 26 -169
422 26 -240
455 26 -160
3 27 -205
6 27 -65
7 27 -220
9 27 -132
15 27 -203
16 27 -162
18 27 -180
19 27 -104
21 27 -177
23 27 -190
28 27 -210
32 27 -239
39 27 -167
40 27 -115
43 27 -225
46 27 -85
48 27 -209
51 27 -247
52 27 -65
55 27 -177
63 27 -207
65 27 -208
66 27 -177
67 27 -209
68 27 -81
71 27 -209
74 27 -100
76 27 -88
77 27 -174
78 27 -70
84 27 -162
85 27 -196
86 27 -70
87 27 -233
94 27 -170
95 27 -81
96 27 -233
100 27 -190
101 27 -208
102 27 -85
107 27 -211
108 27 -184
112 27 -250
117 27 -177
119 27 -140
120 27 -243
123 27 -193
127 27 -222
128 27 -177
129 27 -181
130 27 -169
131 27 -149
136 27 -145
139 27 -141
142 27 -216
143 27 -188
153 27 -174
157 27 -203
159 27 -210
160 27 -239
162 27 -182
163 27 -224
170 27 -65
175 27 -201
178 27 -180
179 27 -178
181 27 -213
184 27 -90
187 27 -208
188 27 -243
189 27 -162
190 27 -135
193 27 -105
196 27 -169
201 27 -180
204 27 -140
217 27 -187
221 27 -237
222 27 -248
227 27 -214
234 27 -202
237 27 -174
241 27 -135
242 27 -211
244 27 -65
247 27 -90
250 27 -207
251 27 -198
252 27 -80
254 27 -248
256 27 -223
264 27 -143
265 27 -233
266 27 -150
268 27 -113
269 27 -147
274 27 -231
276 27 -249
279 27 -222
280 27 -190
282 27 -144
285 27 -198
286 27 -176
288 27 -183
290 27 -95
292 27 -187
293 27 -246
294 27 -60
295 27 -167
298 27 -50
304 27 -230
305 27 -210
308 27 -125
309 27 -195
310 27 -239
312 27 -250
314 27 -248
315 27 -150
321 27 -212
323 27 -54
324 27 -250
326 27 -60
330 27 -189
336 27 -70
339 27 -230
341 27 -245
342 27 -60
349 27 -198
354 27 -211
355 27 -73
357 27 -240
361 27 -180
364 27 -250
366 27 -195
376 27 -137
381 27 -198
388 27 -250
393 27 -179
395 27 -243
396 27 -238
398 27 -232
402 27 -115
406 27 -170
407 27 -213
408 27 -130
415 27 -159
416 27 -107
417 27 -206
418 27 -188
420 27 -200
421 27 -229
427 27 -216
438 27 -193
